Np,L,day,age_group,uniq
1000000,wh,84,65+,15175
1000000,wh,85,0-5,15654
1000000,wh,85,6-11,16765
1000000,wh,85,12-17,14578
1000000,wh,85,18-44,13802
1000000,wh,85,45-64,14338
1000000,wh,85,65+,15433
1000000,wh,86,0-5,15909
1000000,wh,86,6-11,17062
1000000,wh,86,12-17,14810
1000000,wh,86,18-44,14033
1000000,wh,86,45-64,14560
1000000,wh,86,65+,15673
1000000,wh,87,0-5,16161
1000000,wh,87,6-11,17401
1000000,wh,87,12-17,15070
1000000,wh,87,18-44,14247
1000000,wh,87,45-64,14753
1000000,wh,87,65+,15912
1000000,wh,88,0-5,16439
1000000,wh,88,6-11,17698
1000000,wh,88,12-17,15297
1000000,wh,88,18-44,14452
1000000,wh,88,45-64,14989
1000000,wh,88,65+,16183
1000000,wh,89,0-5,16746
1000000,wh,89,6-11,18032
1000000,wh,89,12-17,15568
1000000,wh,89,18-44,14692
1000000,wh,89,45-64,15247
1000000,wh,89,65+,16464
1000000,wh,90,0-5,17016
1000000,wh,90,6-11,18362
1000000,wh,90,12-17,15877
1000000,wh,90,18-44,14931
1000000,wh,90,45-64,15517
1000000,wh,90,65+,16759
1000000,wh,91,0-5,17377
1000000,wh,91,6-11,18716
1000000,wh,91,12-17,16194
1000000,wh,91,18-44,15182
1000000,wh,91,45-64,15829
1000000,wh,91,65+,17038
1000000,wh,92,0-5,17697
1000000,wh,92,6-11,19087
1000000,wh,92,12-17,16471
1000000,wh,92,18-44,15433
1000000,wh,92,45-64,16109
1000000,wh,92,65+,17341
1000000,wh,93,0-5,18060
1000000,wh,93,6-11,19482
1000000,wh,93,12-17,16794
1000000,wh,93,18-44,15698
1000000,wh,93,45-64,16412
1000000,wh,93,65+,17663
1000000,wh,94,0-5,18411
1000000,wh,94,6-11,19870
1000000,wh,94,12-17,17117
1000000,wh,94,18-44,16026
1000000,wh,94,45-64,16705
1000000,wh,94,65+,17975
1000000,wh,95,0-5,18754
1000000,wh,95,6-11,20242
1000000,wh,95,12-17,17464
1000000,wh,95,18-44,16313
1000000,wh,95,45-64,17010
1000000,wh,95,65+,18311
1000000,wh,96,0-5,19129
1000000,wh,96,6-11,20661
1000000,wh,96,12-17,17852
1000000,wh,96,18-44,16617
1000000,wh,96,45-64,17355
1000000,wh,96,65+,18669
1000000,wh,97,0-5,19545
1000000,wh,97,6-11,21116
1000000,wh,97,12-17,18236
1000000,wh,97,18-44,16956
1000000,wh,97,45-64,17706
1000000,wh,97,65+,19033
1000000,wh,98,0-5,19961
1000000,wh,98,6-11,21560
1000000,wh,98,12-17,18632
1000000,wh,98,18-44,17337
1000000,wh,98,45-64,18068
1000000,wh,98,65+,19451
1000000,wh,99,0-5,20429
1000000,wh,99,6-11,22033
1000000,wh,99,12-17,19017
1000000,wh,99,18-44,17696
1000000,wh,99,45-64,18424
1000000,wh,99,65+,19810
1000000,wh,100,0-5,20932
1000000,wh,100,6-11,22526
1000000,wh,100,12-17,19458
1000000,wh,100,18-44,18050
1000000,wh,100,45-64,18807
1000000,wh,100,65+,20252
1000000,wh,101,0-5,21386
1000000,wh,101,6-11,23063
1000000,wh,101,12-17,19848
1000000,wh,101,18-44,18413
1000000,wh,101,45-64,19210
1000000,wh,101,65+,20696
1000000,wh,102,0-5,21942
1000000,wh,102,6-11,23606
1000000,wh,102,12-17,20264
1000000,wh,102,18-44,18798
1000000,wh,102,45-64,19654
1000000,wh,102,65+,21128
1000000,wh,103,0-5,22500
1000000,wh,103,6-11,24214
1000000,wh,103,12-17,20726
1000000,wh,103,18-44,19218
1000000,wh,103,45-64,20087
1000000,wh,103,65+,21658
1000000,wh,104,0-5,23027
1000000,wh,104,6-11,24790
1000000,wh,104,12-17,21229
1000000,wh,104,18-44,19635
1000000,wh,104,45-64,20518
1000000,wh,104,65+,22189
1000000,wh,105,0-5,23585
1000000,wh,105,6-11,25445
1000000,wh,105,12-17,21726
1000000,wh,105,18-44,20058
1000000,wh,105,45-64,20985
1000000,wh,105,65+,22749
1000000,wh,106,0-5,24128
1000000,wh,106,6-11,26106
1000000,wh,106,12-17,22293
1000000,wh,106,18-44,20531
1000000,wh,106,45-64,21447
1000000,wh,106,65+,23343
1000000,wh,107,0-5,24750
1000000,wh,107,6-11,26832
1000000,wh,107,12-17,22879
1000000,wh,107,18-44,21051
1000000,wh,107,45-64,21991
1000000,wh,107,65+,23886
1000000,wh,108,0-5,25380
1000000,wh,108,6-11,27553
1000000,wh,108,12-17,23520
1000000,wh,108,18-44,21555
1000000,wh,108,45-64,22492
1000000,wh,108,65+,24436
1000000,wh,109,0-5,26080
1000000,wh,109,6-11,28294
1000000,wh,109,12-17,24167
1000000,wh,109,18-44,22075
1000000,wh,109,45-64,23060
1000000,wh,109,65+,25037
1000000,wh,110,0-5,26792
1000000,wh,110,6-11,29085
1000000,wh,110,12-17,24832
1000000,wh,110,18-44,22627
1000000,wh,110,45-64,23675
1000000,wh,110,65+,25694
1000000,wh,111,0-5,27591
1000000,wh,111,6-11,29965
1000000,wh,111,12-17,25577
1000000,wh,111,18-44,23261
1000000,wh,111,45-64,24282
1000000,wh,111,65+,26384
1000000,wh,112,0-5,28377
1000000,wh,112,6-11,30905
1000000,wh,112,12-17,26318
1000000,wh,112,18-44,23912
1000000,wh,112,45-64,24930
1000000,wh,112,65+,27107
1000000,wh,113,0-5,29309
1000000,wh,113,6-11,31847
1000000,wh,113,12-17,27139
1000000,wh,113,18-44,24605
1000000,wh,113,45-64,25648
1000000,wh,113,65+,27908
1000000,wh,114,0-5,30260
1000000,wh,114,6-11,32883
1000000,wh,114,12-17,27977
1000000,wh,114,18-44,25320
1000000,wh,114,45-64,26363
1000000,wh,114,65+,28762
1000000,wh,115,0-5,31239
1000000,wh,115,6-11,33952
1000000,wh,115,12-17,28878
1000000,wh,115,18-44,26081
1000000,wh,115,45-64,27162
1000000,wh,115,65+,29576
1000000,wh,116,0-5,32341
1000000,wh,116,6-11,35106
1000000,wh,116,12-17,29835
1000000,wh,116,18-44,26905
1000000,wh,116,45-64,28033
1000000,wh,116,65+,30463
1000000,wh,117,0-5,33446
1000000,wh,117,6-11,36316
1000000,wh,117,12-17,30824
1000000,wh,117,18-44,27762
1000000,wh,117,45-64,28879
1000000,wh,117,65+,31500
1000000,wh,118,0-5,34573
1000000,wh,118,6-11,37638
1000000,wh,118,12-17,31954
1000000,wh,118,18-44,28692
1000000,wh,118,45-64,29747
1000000,wh,118,65+,32583
1000000,wh,119,0-5,35830
1000000,wh,119,6-11,38987
1000000,wh,119,12-17,33128
1000000,wh,119,18-44,29712
1000000,wh,119,45-64,30770
1000000,wh,119,65+,33721
1000000,wh,120,0-5,37170
1000000,wh,120,6-11,40487
1000000,wh,120,12-17,34343
1000000,wh,120,18-44,30737
1000000,wh,120,45-64,31871
1000000,wh,120,65+,34852
1000000,wh,121,0-5,38562
1000000,wh,121,6-11,42148
1000000,wh,121,12-17,35662
1000000,wh,121,18-44,31836
1000000,wh,121,45-64,33028
1000000,wh,121,65+,36122
1000000,wh,122,0-5,40124
1000000,wh,122,6-11,43821
1000000,wh,122,12-17,37122
1000000,wh,122,18-44,33021
1000000,wh,122,45-64,34256
1000000,wh,122,65+,37521
1000000,wh,123,0-5,41773
1000000,wh,123,6-11,45618
1000000,wh,123,12-17,38678
1000000,wh,123,18-44,34284
1000000,wh,123,45-64,35602
1000000,wh,123,65+,39010
1000000,wh,124,0-5,43534
1000000,wh,124,6-11,47601
1000000,wh,124,12-17,40384
1000000,wh,124,18-44,35689
1000000,wh,124,45-64,37147
1000000,wh,124,65+,40590
1000000,wh,125,0-5,45463
1000000,wh,125,6-11,49718
1000000,wh,125,12-17,42203
1000000,wh,125,18-44,37165
1000000,wh,125,45-64,38669
1000000,wh,125,65+,42312
1000000,wh,126,0-5,47620
1000000,wh,126,6-11,52041
1000000,wh,126,12-17,44160
1000000,wh,126,18-44,38802
1000000,wh,126,45-64,40338
1000000,wh,126,65+,44148
1000000,wh,127,0-5,49939
1000000,wh,127,6-11,54533
1000000,wh,127,12-17,46327
1000000,wh,127,18-44,40623
1000000,wh,127,45-64,42282
1000000,wh,127,65+,46312
1000000,wh,128,0-5,52546
1000000,wh,128,6-11,57341
1000000,wh,128,12-17,48627
1000000,wh,128,18-44,42548
1000000,wh,128,45-64,44355
1000000,wh,128,65+,48611
1000000,wh,129,0-5,55371
1000000,wh,129,6-11,60369
1000000,wh,129,12-17,51258
1000000,wh,129,18-44,44735
1000000,wh,129,45-64,46609
1000000,wh,129,65+,51128
1000000,wh,130,0-5,58467
1000000,wh,130,6-11,63765
1000000,wh,130,12-17,54132
1000000,wh,130,18-44,47194
1000000,wh,130,45-64,49113
1000000,wh,130,65+,53865
1000000,wh,131,0-5,61902
1000000,wh,131,6-11,67587
1000000,wh,131,12-17,57354
1000000,wh,131,18-44,49897
1000000,wh,131,45-64,51857
1000000,wh,131,65+,56863
1000000,wh,132,0-5,65700
1000000,wh,132,6-11,71714
1000000,wh,132,12-17,60791
1000000,wh,132,18-44,52828
1000000,wh,132,45-64,54988
1000000,wh,132,65+,60199
1000000,wh,133,0-5,69942
1000000,wh,133,6-11,76332
1000000,wh,133,12-17,64850
1000000,wh,133,18-44,56107
1000000,wh,133,45-64,58398
1000000,wh,133,65+,64034
1000000,wh,134,0-5,74859
1000000,wh,134,6-11,81597
1000000,wh,134,12-17,69390
1000000,wh,134,18-44,59823
1000000,wh,134,45-64,62289
1000000,wh,134,65+,68212
1000000,wh,135,0-5,80223
1000000,wh,135,6-11,87660
1000000,wh,135,12-17,74552
1000000,wh,135,18-44,64002
1000000,wh,135,45-64,66745
1000000,wh,135,65+,73213
1000000,wh,136,0-5,86385
1000000,wh,136,6-11,94203
1000000,wh,136,12-17,80321
1000000,wh,136,18-44,68900
1000000,wh,136,45-64,71833
1000000,wh,136,65+,78838
1000000,wh,137,0-5,93492
1000000,wh,137,6-11,101777
1000000,wh,137,12-17,87266
1000000,wh,137,18-44,74732
1000000,wh,137,45-64,77826
1000000,wh,137,65+,85366
1000000,wh,138,0-5,101764
1000000,wh,138,6-11,110689
1000000,wh,138,12-17,95237
1000000,wh,138,18-44,81460
1000000,wh,138,45-64,84788
1000000,wh,138,65+,93019
1000000,wh,139,0-5,111830
1000000,wh,139,6-11,121078
1000000,wh,139,12-17,104644
1000000,wh,139,18-44,89627
1000000,wh,139,45-64,92936
1000000,wh,139,65+,102129
1000000,wh,140,0-5,123725
1000000,wh,140,6-11,133470
1000000,wh,140,12-17,116055
1000000,wh,140,18-44,99294
1000000,wh,140,45-64,102977
1000000,wh,140,65+,112812
1000000,wh,141,0-5,138097
1000000,wh,141,6-11,148677
1000000,wh,141,12-17,130103
1000000,wh,141,18-44,111384
1000000,wh,141,45-64,115388
1000000,wh,141,65+,125790
1000000,wh,142,0-5,155663
1000000,wh,142,6-11,167038
1000000,wh,142,12-17,147401
1000000,wh,142,18-44,126492
1000000,wh,142,45-64,130839
1000000,wh,142,65+,142101
1000000,wh,143,0-5,177822
1000000,wh,143,6-11,189478
1000000,wh,143,12-17,169361
1000000,wh,143,18-44,146098
1000000,wh,143,45-64,150774
1000000,wh,143,65+,163223
1000000,wh,144,0-5,205581
1000000,wh,144,6-11,217542
1000000,wh,144,12-17,197357
1000000,wh,144,18-44,172437
1000000,wh,144,45-64,177360
1000000,wh,144,65+,190503
1000000,wh,145,0-5,241196
1000000,wh,145,6-11,252966
1000000,wh,145,12-17,234019
1000000,wh,145,18-44,208249
1000000,wh,145,45-64,213148
1000000,wh,145,65+,226711
1000000,wh,146,0-5,289421
1000000,wh,146,6-11,299361
1000000,wh,146,12-17,282833
1000000,wh,146,18-44,258147
1000000,wh,146,45-64,262553
1000000,wh,146,65+,275801
1000000,wh,147,0-5,356581
1000000,wh,147,6-11,363660
1000000,wh,147,12-17,350297
1000000,wh,147,18-44,329026
1000000,wh,147,45-64,332896
1000000,wh,147,65+,344558
1000000,wh,148,0-5,456754
1000000,wh,148,6-11,461106
1000000,wh,148,12-17,452065
1000000,wh,148,18-44,435266
1000000,wh,148,45-64,438279
1000000,wh,148,65+,447556
1000000,wh,149,0-5,626497
1000000,wh,149,6-11,628234
1000000,wh,149,12-17,623470
1000000,wh,149,18-44,614237
1000000,wh,149,45-64,615769
1000000,wh,149,65+,620560
